Country,Region,GDP_Per_Capita,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Population,Happiness_Score,Happiness_Rank
Nepal,Asia,0.375,0.588,77.5,0.623,0.584,0.871,7.8,1260136084.0,5.25,4124.0
Spain,Oceania,1.093,0.419,50.3,0.917,0.164,0.334,11.5,768262761.0,5.25,4125.0
Italy,Asia,0.711,0.759,68.4,0.441,0.52,0.64,6.1,1025109930.0,5.25,4126.0
Sweden,Oceania,0.96,0.331,72.7,0.754,0.7,0.444,6.6,796705895.0,5.25,4127.0
India,Europe,0.7,0.892,51.4,0.521,0.482,0.701,12.1,134543752.0,5.25,4128.0
UK,North America,0.862,0.449,62.8,0.362,0.336,0.512,8.4,759914814.0,5.25,4129.0
Italy,South America,0.525,0.531,77.6,0.552,0.176,0.245,18.5,159295882.0,5.25,4130.0
Denmark,Europe,0.673,0.51,58.4,0.85,0.182,0.765,7.8,765770744.0,5.25,4131.0
Finland,Asia,0.357,0.874,67.0,0.858,0.76,0.724,8.7,672047174.0,5.25,4132.0
Nepal,North America,0.701,0.959,61.2,0.532,0.158,0.617,22.1,,5.25,4133.0
Brazil,Oceania,,,,,0.432,0.2,5.0,982099734.0,,4134.0
Australia,Europe,0.404,0.708,70.6,0.506,0.546,0.559,18.6,494173136.0,5.24,4135.0
UAE,South America,0.75,0.492,62.2,0.786,0.494,0.01,6.6,971601451.0,5.24,4136.0
Sweden,South America,0.32,1.0,52.8,0.438,0.07,0.343,19.3,776431860.0,5.24,4137.0
Canada,South America,0.694,0.319,81.7,0.327,0.628,0.177,,190605665.0,5.23,4138.0
Norway,South America,1.42,0.405,61.3,0.711,0.414,0.761,14.1,500119625.0,5.23,4139.0
Singapore,Asia,0.32,0.768,67.4,0.405,0.724,0.469,12.6,723267210.0,5.23,4140.0
USA,Asia,0.207,0.49,69.5,0.951,0.352,0.886,15.2,1381559852.0,5.23,4141.0
Italy,South America,0.281,0.7,67.7,0.668,0.323,0.824,14.6,401928476.0,5.23,4142.0
Sweden,Oceania,0.917,0.408,68.1,0.767,0.009,0.49,22.1,329908835.0,5.23,4143.0
Denmark,North America,1.236,0.632,60.2,0.393,0.04,0.695,16.6,1241099858.0,5.23,4144.0
USA,North America,0.774,0.65,52.4,0.784,0.175,0.52,20.1,955296521.0,5.23,4145.0
Finland,Asia,0.64,0.85,53.3,0.575,0.785,0.281,4.5,1067774376.0,5.23,4146.0
Singapore,Asia,0.313,0.533,80.6,0.283,0.531,0.783,20.0,352217103.0,5.23,4147.0
Sweden,Oceania,1.395,0.322,61.6,0.585,0.514,0.757,15.7,1249566998.0,5.23,4148.0
France,Europe,0.298,0.482,75.2,0.37,0.012,0.698,14.9,622181503.0,5.23,4149.0
Brazil,Europe,1.767,0.339,58.0,0.31,0.612,0.384,3.5,902928177.0,5.23,4150.0
Finland,Europe,1.571,0.38,63.0,0.257,0.412,0.348,12.4,828046585.0,5.23,4151.0
USA,Oceania,0.723,0.307,76.3,0.303,0.122,0.46,18.5,964869036.0,5.23,4152.0
Italy,Asia,0.644,0.479,68.2,0.295,0.139,0.563,20.3,892387448.0,5.23,4153.0
Australia,Oceania,0.328,0.948,57.4,0.555,0.741,0.153,5.7,803963148.0,5.23,4154.0
Canada,Europe,1.313,0.462,68.5,0.238,0.175,0.783,12.0,1100501304.0,5.22,4155.0
Denmark,South America,0.487,0.339,63.8,0.922,0.059,0.02,16.2,1143270848.0,5.22,4156.0
Denmark,Oceania,0.434,0.757,64.8,0.794,0.287,0.736,3.5,730792224.0,5.22,4157.0
Brazil,Asia,0.365,0.962,67.5,0.219,0.297,0.651,8.7,551428850.0,5.22,4158.0
Sweden,Asia,0.314,0.381,71.1,0.704,0.143,0.231,3.8,473902311.0,5.22,4159.0
Spain,Oceania,0.868,0.799,55.7,0.584,0.609,0.622,10.2,566327662.0,5.22,4160.0
Italy,South America,0.899,0.488,63.0,0.446,0.002,0.689,14.7,207343495.0,5.22,4161.0
Brazil,Asia,0.23,0.556,81.8,0.28,0.581,0.31,22.7,1043716861.0,5.22,4162.0
Australia,Oceania,0.279,0.379,80.6,0.491,0.16,0.614,18.3,1109005198.0,5.22,
Bhutan,Oceania,0.81,0.632,60.8,0.797,0.406,0.579,21.9,787997064.0,5.21,4164.0
Canada,Asia,0.222,0.482,69.3,0.814,0.148,0.553,12.4,735403220.0,5.21,4165.0
Norway,Asia,1.675,0.359,58.1,0.347,0.322,0.191,11.0,888477628.0,5.21,4166.0
Spain,North America,0.247,0.708,72.5,0.826,0.344,0.156,12.8,1076153219.0,5.21,4167.0
Bhutan,Oceania,0.374,0.832,67.3,0.456,0.107,0.267,16.8,1092140533.0,5.21,4168.0
Denmark,North America,0.715,0.469,58.9,0.559,0.186,0.079,8.6,891019918.0,5.21,4169.0
Sweden,Asia,0.302,0.953,69.0,0.253,0.307,0.045,6.4,1392306048.0,5.21,4170.0
Nepal,Europe,0.393,0.718,71.7,0.472,0.221,0.788,19.2,1277069574.0,5.21,4171.0
France,North America,0.932,0.763,56.8,0.776,0.51,0.761,11.2,246901645.0,5.21,4172.0
China,North America,0.609,0.994,58.1,0.684,0.482,0.572,5.1,856202229.0,5.21,4173.0
Japan,Asia,0.972,0.458,67.3,0.645,0.219,0.416,5.3,911862891.0,5.21,4174.0
UAE,Europe,0.444,0.959,68.7,0.36,0.388,0.806,17.8,,5.21,4175.0
China,Asia,0.632,0.772,56.7,0.473,0.465,0.037,13.2,324058274.0,5.2,4176.0
Denmark,Oceania,0.905,0.771,55.4,0.646,0.527,0.171,10.1,1287448163.0,5.2,4177.0
UK,Oceania,0.756,0.357,83.4,0.324,0.297,0.718,20.8,662120139.0,5.2,4178.0
Sweden,Asia,1.405,0.46,53.3,0.497,0.238,0.33,17.7,326865040.0,5.2,4179.0
Germany,Asia,0.883,0.676,54.4,0.717,0.773,0.287,2.3,833492966.0,5.2,4180.0
UAE,Europe,0.868,0.455,62.5,0.241,0.683,0.194,24.4,706854046.0,5.2,4181.0
UAE,South America,1.284,0.47,52.8,0.85,0.729,0.177,17.5,252525344.0,5.2,4182.0
Brazil,Asia,1.103,0.428,64.1,0.456,0.141,0.46,14.7,,5.2,4183.0
Japan,Europe,1.204,0.517,50.2,0.99,0.295,0.866,23.8,30262355.0,5.2,4184.0
Spain,South America,0.43,0.961,56.2,0.807,0.394,0.518,22.3,867965141.0,5.19,4185.0
Sweden,Oceania,0.464,0.363,84.4,0.357,0.791,0.298,13.0,287547799.0,5.19,4186.0
Nepal,Asia,1.246,0.878,55.3,0.262,0.653,0.83,14.8,421017900.0,5.19,4187.0
Nepal,Oceania,0.691,0.499,66.4,0.458,0.488,0.331,7.6,749049001.0,5.19,4188.0
France,Asia,0.974,0.433,58.5,0.969,0.02,0.316,15.0,229152714.0,5.19,4189.0
UK,Europe,0.856,0.749,54.9,0.785,0.64,0.418,6.0,475084049.0,5.19,4190.0
India,South America,0.865,0.31,65.6,0.293,0.788,0.147,2.1,1061557882.0,5.19,4191.0
UK,South America,0.697,0.975,56.9,0.334,0.737,0.704,22.8,33580365.0,5.19,4192.0
Norway,North America,0.265,0.839,55.6,0.915,0.474,0.437,2.5,213530912.0,5.19,4193.0
Finland,Asia,1.297,0.466,54.1,0.849,0.254,0.63,23.8,1307885784.0,5.19,4194.0
China,Asia,0.673,0.755,59.9,0.701,0.365,0.2,7.9,381722781.0,5.19,4195.0
France,North America,1.238,0.351,52.7,0.878,0.015,0.491,8.4,129603308.0,5.18,4196.0
UAE,Asia,1.297,0.327,56.7,0.784,0.247,0.26,,396511364.0,5.18,4197.0
USA,Europe,1.31,0.492,54.6,0.708,0.652,0.8,17.1,711905019.0,5.18,4198.0
Spain,Europe,,,,,0.383,0.467,22.6,1235750359.0,,4199.0
Brazil,Europe,0.378,0.896,53.4,0.743,0.103,0.71,4.8,658527894.0,5.18,4200.0
UAE,Europe,1.01,0.348,70.7,0.539,0.14,0.695,16.2,135258218.0,5.18,4201.0
UK,Europe,1.112,0.446,51.9,0.451,0.334,0.409,13.3,985677405.0,5.18,4202.0
Italy,Oceania,0.547,0.389,67.1,0.86,0.134,0.365,10.3,1137753869.0,5.18,4203.0
Norway,North America,0.539,0.903,54.2,0.52,0.753,0.429,15.7,427332374.0,5.18,4204.0
Australia,Oceania,1.111,0.352,68.4,0.222,0.735,0.571,8.7,188114486.0,5.18,4205.0
Japan,Europe,0.51,0.995,53.4,0.273,0.57,0.475,9.1,581997922.0,5.18,4206.0
Italy,Europe,1.42,0.551,56.7,0.258,0.245,0.553,6.4,670889712.0,5.17,4207.0
Spain,Europe,0.603,0.563,61.0,0.816,0.255,0.217,21.7,861875191.0,5.17,4208.0
Norway,North America,0.423,0.818,66.2,0.674,0.311,0.369,7.8,494659249.0,5.17,4209.0
Germany,Europe,0.957,0.462,53.6,0.764,0.499,0.321,19.3,436053188.0,5.17,4210.0
Sweden,North America,1.64,0.366,61.5,0.212,0.692,0.671,7.9,734350592.0,5.17,4211.0
Finland,Oceania,0.356,0.48,64.5,0.684,0.794,0.153,18.7,1030479598.0,5.17,4212.0
Italy,South America,0.499,0.638,65.4,0.37,0.523,0.221,2.1,1311420539.0,5.17,4213.0
Denmark,Europe,0.954,0.788,60.0,0.328,0.261,0.345,3.0,215737976.0,5.17,4214.0
Canada,Europe,1.074,0.499,54.5,0.302,0.357,0.046,8.5,1164690384.0,5.17,4215.0
UK,Asia,1.411,0.563,52.7,0.644,0.098,0.704,4.4,459407938.0,5.17,4216.0
Bhutan,Asia,1.283,0.638,55.3,0.501,0.483,0.301,16.9,86418576.0,5.17,4217.0
Singapore,South America,0.851,0.484,67.4,0.645,0.054,0.169,3.6,482126667.0,5.16,4218.0
Germany,Europe,1.689,0.397,52.0,0.283,0.251,0.854,19.1,124822115.0,5.16,4219.0
Nepal,North America,1.135,0.71,50.6,0.235,0.602,0.091,6.9,1130811370.0,5.16,4220.0
Brazil,Europe,0.563,0.518,54.6,0.952,0.482,0.148,10.6,385858286.0,5.16,4221.0
France,North America,0.71,0.843,57.5,0.792,0.597,0.635,6.5,1239346700.0,5.16,4222.0
Sweden,Oceania,0.729,0.319,76.8,0.544,0.315,0.336,11.3,946504377.0,5.16,4223.0
France,Europe,0.666,0.501,72.1,0.743,0.42,0.466,3.0,464861570.0,5.16,4224.0
Finland,North America,1.037,0.343,70.7,0.683,0.783,0.787,20.8,192321817.0,5.16,4225.0
UK,Oceania,0.475,0.32,76.5,0.479,0.528,0.628,17.9,145787719.0,5.15,4226.0
India,Europe,0.483,0.497,78.5,0.442,0.239,0.185,15.6,1126414889.0,5.15,4227.0
UAE,Europe,1.146,0.524,52.4,0.399,0.772,0.599,18.1,1218545506.0,5.15,4228.0
UAE,Oceania,0.793,0.531,63.5,0.701,0.546,0.506,3.5,810740552.0,5.15,4229.0
Finland,Europe,0.734,0.347,74.4,0.305,0.201,0.885,4.5,310298359.0,5.15,4230.0
Bhutan,North America,1.023,0.711,50.8,0.71,0.566,0.859,10.7,326697416.0,5.15,4231.0
India,South America,0.834,0.467,72.7,0.588,0.469,0.469,7.1,637327318.0,5.15,4232.0
Norway,Asia,0.718,0.917,52.3,0.803,0.055,0.014,14.8,906428034.0,5.15,4233.0
France,South America,0.72,0.688,59.6,0.783,0.33,0.504,20.7,800383704.0,5.15,4234.0
Germany,North America,1.082,0.304,68.4,0.628,0.573,0.639,20.5,288836739.0,5.15,4235.0
UK,Oceania,0.383,0.524,71.5,0.635,0.019,0.279,6.7,460751697.0,5.15,4236.0
Bhutan,South America,1.627,0.619,52.5,0.267,0.293,0.549,19.5,1037452107.0,5.15,4237.0
Brazil,Europe,1.018,0.595,64.2,0.432,0.338,0.604,4.5,142961397.0,5.15,4238.0
USA,Oceania,0.765,0.704,56.0,0.336,0.499,0.296,22.4,287215472.0,5.14,4239.0
Germany,Oceania,1.119,0.428,54.0,0.421,0.478,0.315,5.5,1279878737.0,5.14,4240.0
Finland,Europe,0.455,0.486,73.8,0.347,0.532,0.487,7.8,1157916508.0,5.14,4241.0
Canada,South America,0.48,0.561,62.4,0.909,0.384,0.371,15.6,797496849.0,5.14,4242.0
India,Asia,0.841,0.64,62.5,0.635,0.314,0.103,18.5,733994117.0,5.14,4243.0
UAE,Asia,1.328,0.707,51.0,0.265,0.728,0.147,7.3,593709053.0,5.14,4244.0
Australia,North America,0.735,0.653,59.1,0.352,0.562,0.087,11.1,963970781.0,5.14,4245.0
Denmark,North America,0.574,0.407,64.0,0.991,0.666,0.092,21.1,660228093.0,5.14,4246.0
Norway,Asia,0.937,0.69,55.4,0.436,0.448,0.478,13.4,1355609888.0,5.14,4247.0
Norway,North America,0.22,0.603,65.8,0.933,0.393,0.781,8.3,190707648.0,5.13,4248.0
Canada,South America,0.292,0.475,71.2,0.531,0.236,0.597,5.6,1027810198.0,5.13,4249.0
France,South America,0.323,0.395,78.7,0.701,0.45,0.793,20.6,870617450.0,5.13,4250.0
Sweden,South America,0.467,0.682,68.7,0.558,0.419,0.726,11.7,381888845.0,5.13,4251.0
Spain,North America,0.842,0.457,70.2,0.607,0.259,0.636,5.8,381359137.0,5.13,4252.0
UK,South America,0.418,0.856,59.7,0.508,0.283,0.489,15.2,75121166.0,5.13,4253.0
China,Oceania,1.423,0.41,55.6,0.401,0.655,0.826,,342476625.0,5.13,4254.0
USA,North America,0.653,0.567,60.9,0.308,0.314,0.604,11.9,402509450.0,5.13,4255.0
France,Oceania,0.93,0.418,60.0,0.765,0.094,0.511,19.6,1188609533.0,5.13,4256.0
Denmark,Oceania,1.241,0.414,57.2,0.289,0.321,0.227,21.1,506435447.0,5.13,4257.0
Sweden,South America,0.36,0.683,57.8,0.983,0.245,0.775,24.4,230982575.0,5.12,4258.0
Australia,South America,0.842,0.403,56.5,0.416,0.088,0.049,12.0,952557503.0,5.12,4259.0
Sweden,Europe,0.923,0.819,56.0,0.323,0.011,0.283,17.0,541271201.0,5.12,4260.0
Canada,South America,0.963,0.499,55.1,0.319,0.042,0.185,13.0,899889762.0,5.12,4261.0
Canada,Asia,0.895,0.689,59.9,0.697,0.541,0.592,11.4,639015341.0,5.12,4262.0
Canada,North America,0.695,0.388,66.2,0.986,0.709,0.26,,536656021.0,5.12,4263.0
Singapore,North America,0.63,0.588,57.9,0.209,0.274,0.033,,471894784.0,5.12,4264.0
China,South America,0.712,0.321,66.8,0.26,0.329,0.039,18.9,341230736.0,5.12,4265.0
Spain,Oceania,0.338,0.335,77.4,0.868,0.693,0.301,12.7,1392106407.0,5.12,4266.0
Finland,South America,0.293,0.718,65.1,0.382,0.223,0.695,8.6,14145978.0,5.12,4267.0
USA,South America,0.439,0.872,65.1,0.583,0.071,0.816,13.6,567268077.0,5.12,4268.0
USA,South America,0.574,0.967,58.8,0.473,0.191,0.756,15.7,237980129.0,5.12,4269.0
Nepal,South America,0.591,0.724,56.7,0.215,0.58,0.291,23.1,504465112.0,5.12,4270.0
Canada,South America,0.412,0.855,63.4,0.827,0.545,0.722,17.0,96241357.0,5.12,4271.0
Spain,Oceania,0.658,0.831,52.1,0.776,0.035,0.731,5.2,678555654.0,5.12,4272.0
Brazil,North America,1.356,0.425,57.7,0.551,0.273,0.515,10.5,1111830646.0,5.12,4273.0
UAE,Oceania,0.778,0.86,51.3,0.384,0.346,0.562,19.5,244544122.0,5.11,4274.0
Nepal,Oceania,0.3,0.825,67.9,0.844,0.127,0.431,18.6,796214789.0,5.11,4275.0
UK,Oceania,0.505,0.927,56.8,0.391,0.012,0.868,7.9,1264387324.0,5.11,4276.0
Germany,South America,0.838,0.605,51.4,0.889,0.654,0.276,8.1,1059233557.0,5.11,4277.0
Norway,Europe,0.568,0.435,69.5,0.499,0.779,0.863,22.3,755744467.0,5.11,4278.0
Canada,North America,1.405,0.485,60.8,0.357,0.397,0.561,22.8,1019665797.0,5.11,4279.0
India,Asia,1.195,0.713,58.3,0.25,0.336,0.453,15.4,223573799.0,5.11,4280.0
Brazil,Oceania,1.157,0.319,58.0,0.483,0.223,0.318,18.7,988770880.0,5.11,4281.0
Bhutan,South America,0.499,0.915,54.1,0.972,0.029,0.574,19.5,265310328.0,5.11,4282.0
Japan,Europe,1.239,0.479,51.6,0.816,0.554,0.301,24.1,891772553.0,5.1,4283.0
USA,Asia,0.476,0.453,79.8,0.226,0.332,0.142,15.1,320771234.0,5.1,4284.0
France,Oceania,0.918,0.816,52.8,0.219,0.449,0.622,,1367317917.0,5.1,4285.0
Germany,Oceania,0.311,0.466,75.8,0.975,0.749,0.867,24.0,1090681929.0,5.1,4286.0
Italy,Asia,0.853,0.426,61.1,0.402,0.57,0.762,8.3,75468273.0,5.1,4287.0
Spain,North America,0.602,0.431,67.2,0.86,0.406,0.606,9.5,212434521.0,5.1,4288.0
USA,Oceania,0.207,0.833,66.5,0.883,0.659,0.674,14.5,560966980.0,5.1,4289.0
Japan,South America,0.402,0.462,67.4,0.729,0.113,0.02,22.1,22097243.0,5.1,4290.0
Brazil,North America,0.682,0.858,50.5,0.654,0.378,0.269,18.9,222043961.0,5.1,4291.0
Germany,North America,0.59,0.403,72.1,0.495,0.788,0.274,24.4,988585771.0,5.1,4292.0
Brazil,Europe,1.435,0.48,53.5,0.521,0.308,0.615,16.3,30030233.0,5.1,4293.0
Bhutan,North America,1.048,0.538,56.6,0.589,0.762,0.68,5.3,765230296.0,5.09,4294.0
Germany,Europe,0.42,0.714,61.6,0.665,0.249,0.452,10.2,74411509.0,5.09,4295.0
UK,North America,0.657,0.842,59.5,0.514,0.475,0.642,6.4,16290479.0,5.09,4296.0
Norway,North America,1.335,0.641,57.5,0.302,0.237,0.536,24.4,129053813.0,5.09,4297.0
China,South America,0.921,0.565,58.3,0.755,0.789,0.606,3.6,1132003874.0,5.09,4298.0
USA,Oceania,0.213,0.884,64.2,0.329,0.478,0.177,18.1,35779764.0,5.08,4299.0
China,North America,0.358,0.517,68.5,0.887,0.3,0.744,12.7,148172252.0,5.08,4300.0
USA,Oceania,0.265,0.967,68.5,0.327,0.167,0.464,5.2,286602307.0,5.08,4301.0
UK,South America,0.241,0.98,65.4,0.41,0.552,0.455,7.0,887369134.0,5.08,4302.0
Italy,North America,0.465,0.485,75.4,0.641,0.099,0.773,5.9,135839976.0,5.08,4303.0
France,Asia,0.603,0.341,77.6,0.602,0.741,0.033,6.5,801746018.0,5.08,4304.0
Norway,South America,0.782,0.565,63.8,0.83,0.444,0.285,21.5,703687299.0,5.08,4305.0
Germany,South America,0.515,0.86,63.7,0.289,0.69,0.425,4.8,1267041846.0,5.08,4306.0
France,South America,1.04,0.303,67.0,0.634,0.743,0.182,24.9,145774176.0,5.08,4307.0
Sweden,Asia,1.416,0.347,60.0,0.382,0.152,0.161,21.1,487610415.0,5.08,4308.0
Canada,Asia,1.15,0.57,59.0,0.714,0.194,0.716,22.8,732040205.0,5.08,4309.0
UAE,Europe,0.443,0.892,61.9,0.542,0.293,0.315,18.8,1346737251.0,5.07,4310.0
Finland,Europe,0.416,0.995,61.0,0.367,0.381,0.366,3.2,929452942.0,5.07,4311.0
Sweden,South America,1.273,0.372,56.9,0.694,0.669,0.211,11.0,964066237.0,5.07,4312.0
Norway,Oceania,0.262,0.457,69.0,0.901,0.058,0.71,13.6,937049376.0,5.07,4313.0
UK,North America,0.276,0.531,77.1,0.701,0.443,0.241,18.5,,5.07,4314.0
Bhutan,South America,1.564,0.42,53.0,0.819,0.227,0.82,21.6,1367326372.0,5.06,4315.0
Spain,Europe,0.756,0.874,62.4,0.278,0.599,0.69,6.7,401810041.0,5.06,4316.0
Germany,Oceania,0.392,0.846,59.0,0.553,0.349,0.577,13.5,57715936.0,5.06,4317.0
Brazil,Oceania,0.954,0.758,54.9,0.385,0.455,0.153,13.3,126687814.0,5.06,4318.0
USA,North America,0.627,0.572,56.6,0.759,0.478,0.34,22.6,172455189.0,5.06,4319.0
Sweden,Europe,0.24,0.683,76.4,0.373,0.458,0.669,20.4,1333753298.0,5.06,4320.0
Bhutan,South America,1.343,0.343,59.2,0.388,0.034,0.496,10.7,271580592.0,5.06,4321.0
Denmark,South America,0.847,0.564,52.8,0.867,0.286,0.867,8.5,712916816.0,5.06,4322.0
Australia,South America,0.982,0.774,56.2,0.398,0.575,0.017,9.4,1397703586.0,5.05,4323.0
China,South America,0.868,0.661,62.2,0.448,0.658,0.063,7.6,234500673.0,5.05,4324.0
USA,Europe,0.525,0.82,66.6,0.405,0.25,0.765,24.6,1224419323.0,5.05,4325.0
Germany,Asia,0.371,0.817,61.6,0.706,0.162,0.751,20.8,467463416.0,5.05,4326.0
Finland,Asia,0.219,0.457,67.3,0.797,0.354,0.31,15.1,1118843491.0,5.05,4327.0
France,Europe,1.091,0.414,59.5,0.668,0.643,0.028,10.6,978594138.0,5.05,4328.0
UK,Asia,0.764,0.516,60.4,0.967,0.378,0.018,18.0,90165588.0,5.05,4329.0
Italy,Europe,0.872,0.465,65.2,0.55,0.741,0.634,19.9,1257267334.0,5.05,4330.0
India,Oceania,0.829,0.717,58.9,0.424,0.368,0.776,3.0,486825767.0,5.04,4331.0
Germany,Asia,0.632,0.756,53.3,0.382,0.264,0.329,20.9,697943052.0,5.04,4332.0
Brazil,South America,0.949,0.452,53.3,0.915,0.127,0.799,7.6,914558183.0,5.04,4333.0
Brazil,South America,0.989,0.869,54.4,0.339,0.69,0.749,2.3,842037684.0,5.04,4334.0
Spain,South America,0.354,0.561,73.7,0.38,0.201,0.015,9.0,1340892581.0,5.04,4335.0
India,South America,0.507,0.412,76.1,0.325,0.266,0.353,12.5,1337687619.0,5.04,4336.0
Finland,North America,0.206,0.903,59.6,0.964,0.519,0.664,20.8,743009480.0,5.04,4337.0
Norway,Europe,0.951,0.338,68.6,0.727,0.276,0.592,11.3,276960442.0,5.04,4338.0
USA,South America,0.631,0.404,61.3,0.686,0.621,0.226,4.0,1016621121.0,5.04,4339.0
Bhutan,South America,0.436,0.456,65.2,0.489,0.049,0.409,13.3,166854875.0,5.04,4340.0
France,Europe,0.442,0.772,53.3,0.639,0.38,0.688,13.5,214619787.0,5.03,4341.0
Germany,North America,1.193,0.307,55.4,0.629,0.533,0.252,5.3,1324433228.0,5.03,4342.0
Singapore,Europe,1.082,0.496,62.9,0.373,0.512,0.022,10.2,120622415.0,5.03,4343.0
Singapore,Asia,0.53,0.332,78.3,0.585,0.627,0.655,19.5,1026495647.0,5.03,4344.0
Bhutan,South America,0.577,0.367,71.5,0.966,0.309,0.119,4.3,82530707.0,5.03,4345.0
Finland,Europe,0.736,0.635,63.2,0.506,0.441,0.889,19.6,351101687.0,5.03,4346.0
Bhutan,South America,0.293,0.925,61.3,0.979,0.115,0.556,20.0,521787596.0,5.03,4347.0
Italy,Europe,0.959,0.426,58.2,0.904,0.658,0.893,4.3,542950559.0,5.03,4348.0
Spain,Oceania,0.781,0.849,59.3,0.348,0.558,0.435,9.6,1056474765.0,5.03,4349.0
UAE,Europe,1.045,0.815,51.3,0.47,0.18,0.628,11.9,578816646.0,5.03,4350.0
UK,Oceania,0.927,0.528,52.0,0.261,0.101,0.151,13.6,915894891.0,5.03,4351.0
USA,Oceania,0.302,0.318,76.8,0.739,0.017,0.797,8.2,216300461.0,5.03,4352.0
Denmark,North America,0.701,0.571,50.5,0.954,0.541,0.534,6.6,1092289106.0,5.03,4353.0
Finland,Europe,0.931,0.445,69.0,0.601,0.16,0.605,9.7,400694247.0,5.02,4354.0
Germany,South America,0.919,0.553,55.8,0.607,0.043,0.659,20.1,464982356.0,5.02,4355.0
UK,Asia,0.692,0.743,54.6,0.644,0.472,0.627,11.0,165530893.0,5.02,4356.0
India,Oceania,0.605,0.429,76.2,0.294,0.676,0.301,20.4,1015031632.0,5.02,4357.0
Spain,Oceania,0.895,0.472,62.8,0.617,0.221,0.277,4.4,992697552.0,5.02,4358.0
Germany,Europe,1.437,0.376,55.7,0.921,0.667,0.675,23.1,266613090.0,5.02,4359.0
India,South America,0.473,0.545,73.6,0.759,0.411,0.864,20.5,1058357358.0,5.02,4360.0
Spain,Asia,1.332,0.576,52.2,0.243,0.006,0.081,10.0,1109416810.0,5.02,4361.0
India,Europe,0.468,0.41,70.9,0.248,0.545,0.3,21.5,439540429.0,5.02,4362.0
India,Europe,0.733,0.615,51.3,0.535,0.058,0.312,4.6,258946247.0,5.01,4363.0
USA,North America,1.512,0.643,50.0,0.227,0.067,0.442,4.2,1060328827.0,5.01,4364.0
UK,North America,1.098,0.608,50.9,0.857,0.612,0.449,6.5,499094456.0,5.01,4365.0
Sweden,South America,0.907,0.595,51.7,0.655,0.637,0.107,2.2,260070666.0,5.01,4366.0
Sweden,Asia,1.054,0.48,51.5,0.958,0.324,0.887,2.8,1381420552.0,5.01,4367.0
Singapore,Oceania,0.692,0.56,70.7,0.222,0.113,0.291,14.7,1291163790.0,5.01,4368.0
Germany,Oceania,0.693,0.569,53.2,0.831,0.474,0.081,12.0,532291781.0,5.01,4369.0
Finland,South America,0.67,0.519,63.7,0.717,0.534,0.748,4.8,208998874.0,5.01,4370.0
Sweden,South America,1.673,0.335,50.4,0.64,0.388,0.802,17.1,810293536.0,5.0,4371.0
Nepal,Asia,0.615,0.838,51.4,0.963,0.325,0.545,2.7,843429412.0,5.0,4372.0
Australia,Europe,0.608,0.807,54.0,0.713,0.201,0.546,21.8,595784138.0,5.0,4373.0
Germany,North America,1.151,0.313,53.2,0.473,0.141,0.084,21.5,1268089084.0,5.0,4374.0
Nepal,Asia,0.377,0.995,58.7,0.471,0.58,0.629,12.6,894421516.0,5.0,4375.0
Australia,Oceania,0.856,0.589,56.5,0.528,0.738,0.694,14.2,1321060873.0,5.0,4376.0
Italy,North America,0.925,0.647,53.6,0.864,0.267,0.645,4.3,545619864.0,5.0,4377.0
Denmark,Asia,,,,,0.476,0.398,6.7,445768101.0,,4378.0
USA,North America,0.683,0.552,57.5,0.723,0.622,0.1,2.8,326389785.0,4.99,4379.0
USA,Asia,0.386,0.414,72.7,0.3,0.012,0.746,5.0,154287967.0,4.99,4380.0
Australia,Oceania,0.441,0.608,64.5,0.662,0.718,0.028,4.8,217774326.0,4.99,4381.0
Canada,North America,0.635,0.962,51.6,0.692,0.137,0.236,16.6,565006044.0,4.99,4382.0
Canada,North America,1.102,0.306,73.6,0.258,0.388,0.621,10.5,711309268.0,4.99,4383.0
France,Europe,0.895,0.637,50.8,0.212,0.48,0.237,17.9,,4.99,4384.0
Italy,Oceania,1.176,0.366,61.7,0.33,0.69,0.148,16.1,1065295679.0,4.99,4385.0
France,South America,0.97,0.37,62.3,0.594,0.517,0.134,21.7,1231049993.0,4.99,4386.0
Canada,North America,0.934,0.594,53.3,0.791,0.346,0.646,3.7,383116114.0,4.99,4387.0
Finland,South America,0.498,0.655,52.8,0.498,0.502,0.061,17.1,1123637911.0,4.99,4388.0
Denmark,Europe,0.555,0.945,64.1,0.352,0.422,0.887,3.5,198464654.0,4.98,4389.0
Australia,Oceania,0.429,0.856,61.4,0.618,0.029,0.491,13.6,336851474.0,4.98,4390.0
France,Europe,0.275,0.765,58.6,0.714,0.004,0.344,8.3,1379156333.0,4.98,4391.0
China,Europe,0.586,0.688,58.9,0.422,0.703,0.02,14.0,103986505.0,4.98,4392.0
UAE,Europe,1.283,0.549,51.3,0.595,0.005,0.716,23.3,1066341650.0,4.98,4393.0
Germany,Europe,0.32,0.611,69.4,0.463,0.657,0.569,20.5,5388119.0,4.98,4394.0
India,Europe,0.595,0.743,52.3,0.56,0.022,0.325,17.8,930846088.0,4.98,4395.0
Norway,South America,0.439,0.322,72.2,0.58,0.351,0.004,12.8,128390037.0,4.98,4396.0
Denmark,South America,0.384,0.719,69.5,0.605,0.504,0.534,7.4,240617326.0,4.98,4397.0
France,North America,0.425,0.352,67.0,0.508,0.22,0.312,12.6,1028347074.0,4.98,4398.0
