Station_ID,City,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,Weather
3575,Hyderabad,179.1,211.0,52.2,15.4,0.89,68.4,44.5,37.0,15.1,147.0,Good,Sunny
3576,Delhi,60.6,97.5,98.5,65.5,1.75,189.1,29.0,95.0,2.0,85.0,Satisfactory,Sunny
3577,Surat,232.4,204.2,25.5,4.2,3.69,172.6,15.3,58.0,1.8,154.0,Severe,Rainy
3578,Ahmedabad,142.6,191.8,100.7,52.5,4.95,154.4,12.1,35.0,15.8,145.0,Poor,Sunny
3579,Kolkata,90.8,20.2,167.0,92.8,4.71,138.6,32.8,47.0,1.6,92.0,Poor,Rainy
3580,Chennai,235.3,64.2,65.5,74.7,3.94,5.5,12.5,37.0,17.0,121.0,Satisfactory,Foggy
3581,Chennai,74.4,63.0,48.2,25.1,4.87,97.0,17.5,82.0,4.1,61.0,Very Poor,Rainy
3582,Chennai,28.9,130.1,22.1,56.2,0.68,113.5,31.9,88.0,9.1,60.0,Severe,Foggy
3583,Chennai,44.7,309.5,9.8,71.1,2.99,16.6,11.3,66.0,3.9,121.0,Satisfactory,Rainy
3584,Pune,117.0,191.3,74.0,19.0,3.28,28.8,14.4,60.0,7.7,127.0,Poor,Rainy
3585,Pune,36.2,221.3,25.2,87.9,4.0,189.3,16.0,63.0,15.7,94.0,Very Poor,Cloudy
3586,Jaipur,131.6,57.9,102.0,57.0,1.58,136.5,32.0,45.0,10.8,97.0,Very Poor,Cloudy
3587,Ahmedabad,54.5,346.0,135.7,18.3,3.97,19.8,29.6,,19.2,178.0,Satisfactory,Rainy
3588,Surat,84.9,324.3,46.8,51.4,3.1,43.8,38.8,40.0,9.4,152.0,Very Poor,Sunny
3589,Mumbai,260.8,17.0,70.9,49.1,0.24,149.0,39.8,63.0,8.1,116.0,Severe,Rainy
3590,Surat,175.9,115.7,172.8,26.2,1.64,182.6,37.4,81.0,2.2,154.0,Severe,Cloudy
3591,Surat,280.3,312.5,78.7,65.6,2.14,79.1,41.2,58.0,11.0,223.0,Good,Sunny
3592,Delhi,85.8,59.6,146.5,50.3,0.83,177.5,42.3,46.0,18.6,97.0,Severe,Cloudy
3593,Ahmedabad,43.6,302.2,73.9,58.9,2.21,36.9,34.1,44.0,13.1,139.0,Poor,Rainy
3594,Surat,242.8,256.7,136.8,23.6,3.3,174.2,25.6,22.0,9.0,212.0,Good,Rainy
3595,Chennai,248.9,297.8,134.7,68.4,2.3,120.3,26.7,50.0,13.9,227.0,Moderate,Sunny
3596,Hyderabad,147.5,316.1,160.3,61.5,2.47,79.0,36.7,27.0,11.4,207.0,Good,Cloudy
3597,Jaipur,92.7,394.3,84.5,92.6,1.24,198.4,21.6,26.0,11.6,190.0,Very Poor,Cloudy
3598,Bengaluru,61.0,151.4,103.0,93.2,4.24,189.2,40.2,91.0,7.0,105.0,Moderate,Sunny
3599,Pune,38.7,344.2,48.5,65.2,4.28,81.8,13.2,95.0,8.2,143.0,Satisfactory,Sunny
3600,Ahmedabad,75.9,125.5,40.3,25.9,1.96,138.6,21.9,61.0,13.8,80.0,Poor,Cloudy
3601,Jaipur,286.9,145.7,113.1,72.0,2.54,29.1,38.2,34.0,5.3,181.0,Good,Cloudy
3602,Hyderabad,216.2,26.2,154.9,44.7,2.99,40.4,13.8,69.0,8.6,132.0,Moderate,Rainy
3603,Ahmedabad,249.4,150.9,38.6,21.8,2.91,152.2,39.5,46.0,1.2,146.0,Satisfactory,Cloudy
3604,Chennai,224.1,300.0,159.4,71.4,2.71,102.7,20.7,68.0,7.6,227.0,Moderate,Rainy
3605,Mumbai,160.6,378.8,155.9,3.8,1.79,139.4,12.2,39.0,15.3,231.0,Severe,Cloudy
3606,Kolkata,283.4,307.2,16.5,44.5,1.54,63.0,36.8,92.0,4.3,202.0,Good,Sunny
3607,Hyderabad,78.9,87.3,84.3,25.7,0.46,143.9,21.1,68.0,19.9,83.0,Poor,Rainy
3608,Hyderabad,275.9,25.3,135.2,37.7,2.69,93.6,29.3,50.0,9.1,145.0,Satisfactory,Foggy
3609,Chennai,257.7,327.9,39.1,55.8,3.9,9.2,37.2,68.0,4.2,208.0,Satisfactory,Sunny
3610,Jaipur,100.8,41.2,123.4,21.8,3.96,185.1,42.5,65.0,11.8,88.0,Satisfactory,Cloudy
3611,Surat,25.4,355.9,109.8,53.1,1.61,77.3,41.9,50.0,14.7,163.0,Moderate,Cloudy
3612,Ahmedabad,195.0,364.3,50.1,43.5,2.15,150.7,43.8,59.0,1.6,203.0,Satisfactory,Cloudy
3613,Ahmedabad,205.2,65.5,86.0,13.6,2.48,7.3,25.8,23.0,6.0,118.0,Good,Rainy
3614,Pune,175.9,384.0,82.3,61.5,1.9,102.6,38.1,70.0,8.9,214.0,Very Poor,Cloudy
3615,Delhi,231.6,127.5,160.5,58.3,4.37,139.8,13.3,31.0,6.4,173.0,Moderate,Sunny
3616,Mumbai,13.5,272.9,55.7,18.1,4.66,169.5,25.3,87.0,2.6,114.0,Very Poor,Rainy
3617,Surat,40.8,20.9,152.2,46.3,2.31,40.8,18.0,43.0,14.3,71.0,Very Poor,Cloudy
3618,Ahmedabad,35.4,233.6,41.0,85.8,3.44,102.6,17.9,29.0,15.5,103.0,Very Poor,Cloudy
3619,Kolkata,208.0,120.8,139.6,65.2,0.95,58.5,34.3,88.0,11.4,156.0,Severe,Rainy
3620,Delhi,195.8,247.3,163.4,46.5,4.81,87.1,26.8,69.0,4.3,202.0,Moderate,Foggy
3621,Bengaluru,88.4,45.8,142.5,78.7,3.0,128.5,17.3,63.0,6.1,92.0,Good,Foggy
3622,Bengaluru,249.6,310.3,88.4,42.7,1.36,45.8,28.5,31.0,11.2,216.0,Good,Sunny
3623,Delhi,163.3,39.2,42.1,46.8,2.2,17.7,37.6,57.0,9.1,81.0,Severe,Rainy
3624,Jaipur,135.4,210.3,76.4,53.8,2.48,94.5,37.2,,17.9,140.0,Satisfactory,Foggy
3625,Bengaluru,108.9,172.3,50.3,61.9,0.64,59.7,18.4,67.0,16.8,110.0,Satisfactory,Sunny
3626,Chennai,84.3,93.5,159.4,45.8,1.36,5.7,22.0,23.0,12.9,112.0,Severe,Rainy
3627,Hyderabad,250.5,122.3,91.1,85.2,1.96,185.8,,37.0,4.3,154.0,Satisfactory,Cloudy
3628,Delhi,72.9,100.2,103.0,89.9,4.73,71.2,10.4,31.0,7.2,92.0,Severe,Rainy
3629,Kolkata,206.7,25.9,96.7,86.2,3.73,106.9,37.9,29.0,18.5,109.0,Good,Sunny
3630,Jaipur,153.1,50.9,58.1,61.0,3.77,42.0,13.1,51.0,3.7,87.0,Poor,Rainy
3631,Delhi,233.3,179.6,127.9,86.9,1.65,130.6,13.3,31.0,6.4,180.0,Poor,Foggy
3632,Delhi,287.0,261.8,130.8,20.5,4.11,48.6,33.2,69.0,19.8,226.0,Moderate,Foggy
3633,Ahmedabad,164.6,87.2,72.4,60.3,0.56,124.7,26.8,75.0,12.5,108.0,Severe,Sunny
3634,Ahmedabad,205.3,173.6,111.5,43.0,0.78,51.1,40.7,55.0,11.1,163.0,Very Poor,Cloudy
3635,Delhi,149.0,269.3,151.6,31.8,1.83,54.0,27.2,,18.5,189.0,Satisfactory,Cloudy
3636,Surat,133.1,325.0,91.2,12.7,2.96,36.7,36.7,59.0,17.1,183.0,Severe,Foggy
3637,Chennai,150.0,94.2,73.4,96.7,0.88,80.8,11.7,73.0,18.0,105.0,Moderate,Cloudy
3638,Surat,220.7,292.0,18.3,67.2,1.64,163.1,35.0,27.0,5.1,177.0,Satisfactory,Foggy
3639,Bengaluru,161.5,67.1,145.2,44.5,3.5,48.3,31.4,42.0,15.5,124.0,Good,Cloudy
3640,Chennai,32.2,257.3,107.5,63.6,0.62,24.5,24.9,23.0,13.1,132.0,Very Poor,Cloudy
3641,Chennai,200.2,161.9,25.8,36.3,1.33,82.2,21.0,67.0,1.7,129.0,Poor,Sunny
3642,Jaipur,73.5,37.4,46.9,50.2,1.58,99.3,32.3,70.0,3.8,52.0,Severe,Rainy
3643,Kolkata,61.0,340.6,94.2,30.4,3.44,91.9,25.0,20.0,0.7,165.0,Satisfactory,Cloudy
3644,Chennai,218.5,111.6,13.3,98.5,1.99,48.3,19.8,27.0,18.9,114.0,Satisfactory,Foggy
3645,Bengaluru,207.1,284.2,61.8,7.7,1.51,181.4,39.9,79.0,18.2,184.0,Moderate,Cloudy
3646,Hyderabad,26.1,300.3,,53.3,4.27,188.5,31.4,30.0,6.6,,Poor,Foggy
3647,Bengaluru,106.5,233.8,43.2,80.1,1.73,111.0,19.9,61.0,5.1,127.0,Satisfactory,Cloudy
3648,Ahmedabad,182.2,361.7,,79.6,4.21,22.5,19.7,,3.2,,Poor,Cloudy
3649,Mumbai,193.5,70.8,136.9,90.4,0.28,25.8,20.6,69.0,11.4,133.0,Poor,Foggy
3650,Surat,156.4,161.8,163.3,95.4,2.84,170.0,28.1,43.0,10.1,160.0,Very Poor,Sunny
3651,Surat,14.8,256.5,158.6,41.3,0.68,45.0,17.0,27.0,16.5,143.0,Good,Cloudy
3652,Mumbai,19.8,314.1,90.3,34.3,4.24,172.0,34.0,41.0,14.1,141.0,Very Poor,Foggy
3653,Surat,131.0,334.7,51.6,37.0,1.25,176.4,21.0,26.0,6.6,172.0,Moderate,Foggy
3654,Mumbai,20.6,329.2,88.7,85.8,1.38,162.1,43.6,51.0,4.2,146.0,Satisfactory,Rainy
3655,Ahmedabad,149.7,262.5,,63.8,3.27,133.9,16.2,80.0,16.9,,Poor,Cloudy
3656,Mumbai,34.9,49.4,51.4,32.5,0.54,58.1,36.4,85.0,15.7,45.0,Poor,Cloudy
3657,Ahmedabad,211.7,371.0,159.5,19.0,0.38,115.2,40.3,89.0,9.5,247.0,Poor,Cloudy
3658,Bengaluru,39.9,273.3,154.6,23.2,0.75,18.3,44.6,72.0,19.5,155.0,Very Poor,Sunny
3659,Mumbai,235.3,121.6,9.6,11.6,0.74,122.6,23.8,76.0,7.3,122.0,Moderate,Cloudy
3660,Jaipur,140.6,365.9,26.3,61.8,1.97,83.5,41.0,83.0,8.8,177.0,Satisfactory,Foggy
3661,Surat,145.6,299.8,99.4,85.1,4.55,79.7,39.9,51.0,16.0,181.0,Severe,Foggy
3662,Kolkata,138.0,262.4,39.1,38.6,1.53,131.8,37.8,51.0,9.4,146.0,Satisfactory,Foggy
3663,Jaipur,80.9,85.3,91.6,64.8,4.18,108.2,11.5,89.0,5.7,85.0,Satisfactory,Sunny
3664,Jaipur,182.4,206.9,6.4,75.7,4.35,101.2,12.3,39.0,15.7,131.0,Satisfactory,Sunny
3665,Chennai,65.7,133.3,169.2,53.8,3.49,131.1,,29.0,9.6,122.0,Poor,Cloudy
3666,Hyderabad,180.3,19.2,99.7,9.1,3.71,184.0,41.6,31.0,18.9,99.0,Moderate,Rainy
3667,Hyderabad,296.9,345.4,104.0,91.6,2.08,118.5,20.8,83.0,1.7,248.0,Moderate,Foggy
3668,Jaipur,265.7,277.4,45.7,27.3,1.0,122.8,38.4,26.0,16.7,196.0,Very Poor,Rainy
3669,Jaipur,60.1,239.3,65.2,51.2,1.22,14.9,37.0,60.0,4.4,121.0,Poor,Rainy
3670,Pune,227.6,76.4,107.3,80.0,4.11,37.2,16.7,33.0,12.0,137.0,Poor,Foggy
3671,Hyderabad,137.0,273.3,123.2,81.4,3.45,67.7,20.3,28.0,11.7,177.0,Moderate,Sunny
3672,Ahmedabad,41.1,64.1,132.1,73.4,4.52,183.1,38.8,77.0,14.0,79.0,Severe,Foggy
3673,Pune,200.6,83.0,48.3,78.7,2.4,42.5,15.0,40.0,18.2,110.0,Severe,Foggy
3674,Ahmedabad,217.6,289.4,171.7,19.5,1.08,78.1,27.5,,9.0,226.0,Poor,Foggy
3675,Surat,202.7,36.5,123.3,72.9,4.41,90.0,21.7,63.0,7.2,120.0,Very Poor,Rainy
3676,Ahmedabad,125.9,176.4,69.0,34.5,3.88,76.8,,48.0,13.8,123.0,Severe,Cloudy
3677,Delhi,222.2,267.3,177.5,41.7,1.5,111.9,21.2,27.0,13.3,222.0,Severe,Sunny
3678,Surat,75.5,87.5,167.9,65.9,3.84,26.1,21.0,95.0,13.7,110.0,Very Poor,Cloudy
3679,Hyderabad,111.3,314.1,178.1,20.5,3.08,33.3,,37.0,7.7,201.0,Poor,Sunny
3680,Hyderabad,210.2,39.4,112.7,49.1,4.12,10.9,41.1,36.0,2.8,120.0,Very Poor,Cloudy
3681,Delhi,209.4,288.2,172.4,80.7,1.29,40.9,27.9,32.0,11.9,223.0,Severe,Sunny
3682,Hyderabad,61.1,173.5,156.2,50.8,1.65,99.7,18.2,57.0,4.3,130.0,Poor,Sunny
3683,Bengaluru,85.4,172.8,85.9,57.2,3.53,99.7,21.7,30.0,4.8,114.0,Satisfactory,Cloudy
3684,Delhi,239.8,239.2,139.1,58.8,1.67,138.5,39.1,57.0,12.1,206.0,Poor,Rainy
3685,Pune,277.1,50.3,106.3,70.6,1.75,117.0,22.2,30.0,7.7,144.0,Satisfactory,Cloudy
3686,Surat,255.3,157.0,,37.4,1.14,187.3,17.8,38.0,16.8,,Poor,Sunny
3687,Hyderabad,51.2,36.8,13.3,10.0,4.32,126.6,22.2,52.0,8.1,33.0,Severe,Rainy
3688,Ahmedabad,212.9,113.1,162.0,76.9,2.56,120.4,17.4,24.0,11.8,162.0,Good,Foggy
3689,Kolkata,203.7,345.6,63.3,71.7,3.95,24.6,24.8,66.0,19.1,204.0,Poor,Sunny
3690,Bengaluru,183.6,371.3,131.8,3.9,4.55,166.6,20.2,78.0,6.8,228.0,Poor,Rainy
3691,Delhi,70.9,29.7,42.8,59.3,1.3,115.0,10.3,90.0,12.6,47.0,Severe,Foggy
3692,Kolkata,128.9,253.9,84.6,28.7,3.76,119.8,39.4,38.0,14.1,155.0,Poor,Sunny
3693,Chennai,124.9,291.9,25.4,94.2,4.13,136.6,10.3,64.0,19.9,147.0,Severe,Rainy
3694,Kolkata,57.7,91.5,112.5,68.5,4.78,19.1,42.5,69.0,18.0,87.0,Good,Foggy
3695,Bengaluru,179.8,133.2,147.1,70.3,3.75,114.2,15.7,65.0,4.7,153.0,Very Poor,Cloudy
3696,Delhi,122.5,254.9,102.1,9.3,2.16,17.9,38.3,30.0,9.0,159.0,Good,Sunny
3697,Chennai,234.7,118.5,140.8,2.2,2.08,63.6,11.0,43.0,14.1,164.0,Moderate,Rainy
3698,Ahmedabad,68.4,74.5,,48.5,0.36,53.7,31.1,40.0,11.3,,Moderate,Cloudy
3699,Pune,261.5,218.0,34.2,67.3,3.47,10.8,22.7,44.0,12.8,171.0,Good,Sunny
3700,Mumbai,220.4,134.2,110.2,11.1,3.26,114.4,27.8,65.0,10.1,154.0,Satisfactory,Sunny
3701,Surat,151.5,384.3,179.0,18.4,1.13,48.4,18.7,92.0,5.2,238.0,Poor,Rainy
3702,Bengaluru,48.9,125.2,155.9,91.6,3.44,128.3,19.3,,19.8,110.0,Poor,Sunny
3703,Bengaluru,266.5,317.8,48.9,24.2,2.12,163.4,35.3,76.0,1.5,211.0,Satisfactory,Foggy
3704,Jaipur,164.9,72.4,26.0,38.1,4.65,62.3,34.8,44.0,19.3,87.0,Poor,Rainy
3705,Chennai,9.9,230.4,152.4,75.0,1.23,150.8,42.4,55.0,19.0,130.0,Very Poor,Foggy
3706,Kolkata,79.5,178.8,166.3,62.1,0.31,40.0,44.1,90.0,15.8,141.0,Good,Cloudy
3707,Bengaluru,162.0,329.2,59.8,63.3,3.11,10.1,14.9,,11.3,183.0,Satisfactory,Rainy
3708,Surat,17.6,374.0,51.5,33.3,1.96,7.4,18.8,32.0,7.9,147.0,Moderate,Foggy
3709,Ahmedabad,60.8,47.2,14.8,27.6,4.71,175.0,29.7,80.0,0.5,40.0,Satisfactory,Foggy
3710,Mumbai,22.5,160.7,99.1,80.7,3.12,39.2,30.8,79.0,8.8,94.0,Satisfactory,Foggy
3711,Kolkata,277.6,226.7,82.7,54.3,3.92,104.9,33.0,,9.4,195.0,Moderate,Cloudy
3712,Bengaluru,43.8,248.9,166.8,42.3,4.48,146.2,19.1,53.0,16.5,153.0,Satisfactory,Rainy
3713,Hyderabad,272.9,320.8,9.7,30.3,4.11,106.3,19.1,60.0,19.9,201.0,Good,Foggy
3714,Pune,125.2,107.6,67.0,11.9,0.46,161.9,26.7,81.0,15.1,99.0,Satisfactory,Cloudy
3715,Hyderabad,261.3,54.3,102.7,99.0,1.35,56.1,42.5,55.0,12.2,139.0,Poor,Sunny
3716,Ahmedabad,110.5,21.2,96.0,74.7,0.85,23.3,42.1,72.0,11.8,75.0,Moderate,Sunny
3717,Pune,125.1,32.7,118.0,85.8,0.61,66.7,42.3,58.0,3.0,91.0,Satisfactory,Cloudy
3718,Surat,145.1,82.4,168.4,71.1,1.4,111.8,28.9,32.0,7.4,131.0,Severe,Sunny
3719,Surat,261.2,119.4,30.2,44.2,4.17,174.7,12.8,72.0,6.1,136.0,Moderate,Rainy
3720,Ahmedabad,126.0,102.8,18.4,83.3,1.13,126.7,29.0,80.0,2.5,82.0,Very Poor,Rainy
3721,Pune,33.7,227.3,36.0,10.4,2.46,45.7,34.3,64.0,0.6,99.0,Severe,Rainy
3722,Pune,118.9,263.4,5.1,10.2,0.4,104.3,34.8,66.0,6.8,129.0,Moderate,Sunny
3723,Mumbai,,111.8,121.7,45.0,3.77,114.2,28.5,85.0,0.9,170.0,Poor,Sunny
3724,Mumbai,222.8,327.2,51.8,50.6,2.65,80.6,38.3,43.0,10.6,200.0,Satisfactory,Sunny
3725,Surat,155.4,69.0,157.5,70.8,1.24,148.2,29.2,89.0,17.4,127.0,Poor,Foggy
3726,Chennai,253.9,,33.2,17.3,1.09,180.0,39.8,56.0,0.8,209.0,Moderate,Foggy
3727,Pune,288.8,271.0,42.5,50.1,3.64,174.0,26.9,66.0,14.1,200.0,Satisfactory,Cloudy
3728,Surat,280.0,183.7,111.0,43.5,1.22,199.3,40.8,59.0,5.7,191.0,Severe,Cloudy
3729,Ahmedabad,274.4,255.6,20.0,51.1,1.33,140.1,27.8,79.0,19.0,183.0,Good,Foggy
3730,Mumbai,195.7,384.9,94.9,60.5,4.22,163.6,13.7,87.0,12.1,225.0,Poor,Sunny
3731,Bengaluru,90.0,245.8,38.2,80.3,2.33,77.7,13.3,72.0,13.0,124.0,Poor,Sunny
3732,Surat,16.2,92.0,56.0,69.1,3.16,170.5,41.4,90.0,7.2,54.0,Moderate,Cloudy
3733,Pune,66.0,189.5,159.0,60.1,3.64,179.0,17.6,21.0,19.8,138.0,Very Poor,Sunny
3734,Ahmedabad,62.2,341.7,15.7,92.1,0.37,144.3,38.8,46.0,16.1,139.0,Very Poor,Sunny
3735,Hyderabad,124.3,74.4,12.7,37.9,3.74,39.7,19.3,26.0,15.9,70.0,Satisfactory,Rainy
3736,Chennai,156.4,293.6,69.0,47.7,2.66,174.4,12.1,61.0,1.0,173.0,Severe,Cloudy
3737,Delhi,191.1,172.2,139.6,33.4,2.32,86.5,41.1,60.0,9.5,167.0,Very Poor,Sunny
3738,Ahmedabad,77.5,41.3,51.6,72.7,4.67,126.1,27.2,54.0,5.5,56.0,Poor,Sunny
3739,Surat,,14.2,131.6,68.0,2.27,134.8,39.5,75.0,13.4,53.0,Severe,Rainy
3740,Surat,40.8,343.8,65.8,14.6,3.07,78.4,34.5,58.0,8.3,150.0,Satisfactory,Foggy
3741,Bengaluru,284.7,31.6,171.5,34.4,4.29,88.2,25.7,93.0,6.9,162.0,Good,Rainy
3742,Delhi,49.0,207.1,32.7,52.7,2.82,27.2,13.0,,0.7,96.0,Severe,Rainy
3743,Surat,233.7,210.9,101.3,78.2,4.4,58.1,42.4,67.0,6.2,181.0,Satisfactory,Rainy
3744,Jaipur,18.5,75.5,161.2,11.5,2.58,81.3,24.7,34.0,16.1,85.0,Good,Foggy
3745,Hyderabad,224.2,282.7,167.0,86.7,1.43,185.6,15.2,44.0,18.8,224.0,Poor,Sunny
3746,Chennai,67.9,398.1,115.7,92.4,4.51,155.4,38.6,81.0,7.3,193.0,Good,Foggy
3747,Chennai,193.9,235.7,81.2,23.4,1.56,16.6,26.5,72.0,6.0,170.0,Very Poor,Sunny
3748,Delhi,240.4,114.7,93.0,23.1,2.95,179.7,41.2,25.0,14.7,149.0,Good,Cloudy
3749,Chennai,198.9,100.2,174.6,36.9,4.59,103.5,33.9,38.0,7.0,157.0,Satisfactory,Sunny
3750,Chennai,55.0,157.0,120.8,86.3,1.1,68.9,37.2,36.0,19.4,110.0,Severe,Cloudy
3751,Jaipur,216.9,385.9,124.7,17.9,1.74,80.6,14.8,83.0,11.1,242.0,Very Poor,Sunny
3752,Jaipur,142.0,160.3,26.1,86.3,1.57,31.1,23.1,59.0,10.8,109.0,Severe,Sunny
3753,Mumbai,126.6,73.6,112.2,96.7,0.68,30.0,28.5,44.0,11.7,104.0,Good,Sunny
3754,Ahmedabad,123.0,293.2,35.1,55.5,0.29,65.3,17.5,40.0,18.2,150.0,Poor,Sunny
3755,Pune,216.0,132.9,131.4,60.2,2.81,174.3,21.1,70.0,3.5,160.0,Good,Sunny
3756,Bengaluru,68.1,197.7,152.7,57.7,1.06,88.1,23.4,72.0,7.4,139.0,Severe,Cloudy
3757,Ahmedabad,103.9,189.7,87.8,30.7,4.32,159.9,14.0,37.0,18.8,127.0,Satisfactory,Foggy
3758,Surat,165.0,58.2,44.7,64.9,4.02,99.5,36.0,65.0,11.9,89.0,Severe,Foggy
3759,Surat,273.1,35.4,141.8,73.0,1.07,42.0,22.4,69.0,12.1,150.0,Moderate,Rainy
3760,Kolkata,245.3,126.8,73.4,11.0,1.42,132.7,30.2,31.0,16.5,148.0,Severe,Foggy
3761,Mumbai,281.6,317.1,33.1,66.9,3.52,86.9,16.4,69.0,14.8,210.0,Very Poor,Cloudy
3762,Hyderabad,,68.7,158.2,69.6,3.13,141.6,18.9,39.0,4.0,139.0,Moderate,Foggy
3763,Surat,144.0,312.0,12.3,87.9,1.44,29.4,35.7,56.0,10.8,156.0,Severe,Cloudy
3764,Hyderabad,55.9,211.7,168.5,56.4,1.92,192.8,38.4,26.0,6.1,145.0,Satisfactory,Cloudy
3765,Hyderabad,97.4,301.7,81.1,20.1,4.9,122.1,35.6,55.0,17.3,160.0,Poor,Foggy
3766,Pune,94.9,35.4,57.3,41.6,4.67,181.1,29.6,40.0,13.4,62.0,Poor,Foggy
3767,Mumbai,202.7,259.6,174.7,79.0,4.79,129.7,33.9,36.0,12.9,212.0,Satisfactory,Sunny
3768,Delhi,,295.5,102.9,81.3,2.17,190.2,,71.0,2.6,157.0,Good,Sunny
3769,Jaipur,261.6,311.5,168.6,17.2,4.73,80.6,33.0,29.0,12.8,247.0,Moderate,Cloudy
3770,Pune,19.3,252.5,39.7,29.6,2.53,112.5,41.1,29.0,3.1,103.0,Satisfactory,Rainy
3771,Ahmedabad,33.4,87.4,165.1,55.1,4.38,39.1,35.5,21.0,17.7,95.0,Good,Foggy
3772,Bengaluru,114.9,364.5,60.2,73.5,3.75,183.0,27.7,78.0,10.3,179.0,Good,Foggy
3773,Surat,,222.0,49.3,80.0,4.42,59.7,13.8,40.0,10.7,102.0,Moderate,Sunny
3774,Chennai,227.4,203.4,90.4,94.3,2.62,66.8,25.7,63.0,3.1,173.0,Poor,Sunny
3775,Hyderabad,240.2,72.0,98.5,44.2,3.5,12.0,34.7,77.0,1.8,136.0,Satisfactory,Sunny
3776,Jaipur,62.2,125.2,68.5,29.9,2.96,33.1,20.5,26.0,16.4,85.0,Very Poor,Foggy
3777,Kolkata,242.2,218.8,140.1,16.6,3.03,134.3,24.8,30.0,3.4,200.0,Poor,Foggy
3778,Pune,267.6,112.8,89.6,97.3,3.14,178.4,25.8,58.0,11.5,156.0,Moderate,Foggy
3779,Hyderabad,282.6,33.2,124.3,67.7,2.86,43.1,38.9,60.0,14.0,146.0,Poor,Rainy
3780,Chennai,,275.6,136.6,86.9,4.73,155.8,44.9,25.0,4.6,184.0,Satisfactory,Cloudy
3781,Jaipur,122.9,371.8,124.2,53.8,2.38,130.9,10.3,80.0,4.5,206.0,Severe,Rainy
3782,Ahmedabad,156.4,228.4,103.5,47.3,3.61,170.2,30.2,65.0,9.3,162.0,Poor,Foggy
3783,Mumbai,248.2,62.4,68.4,15.7,4.29,188.5,31.1,88.0,19.1,126.0,Good,Rainy
3784,Mumbai,56.3,246.9,176.0,34.5,4.28,156.5,43.0,86.0,5.6,159.0,Moderate,Rainy
3785,Mumbai,111.1,134.9,148.0,25.1,2.26,81.4,28.7,24.0,12.2,131.0,Very Poor,Cloudy
3786,Kolkata,95.4,364.2,163.5,50.1,1.44,97.9,26.3,89.0,13.3,207.0,Good,Sunny
3787,Delhi,125.1,161.5,117.4,7.0,4.48,75.5,36.5,21.0,4.8,134.0,Poor,Foggy
3788,Ahmedabad,217.7,160.5,157.2,29.6,4.15,119.9,23.8,38.0,7.0,178.0,Satisfactory,Cloudy
3789,Ahmedabad,219.3,44.9,78.2,88.3,0.47,43.3,11.9,31.0,12.8,114.0,Moderate,Foggy
3790,Delhi,185.2,40.4,71.3,56.4,1.91,150.6,28.8,94.0,4.8,98.0,Severe,Rainy
3791,Pune,211.4,44.0,132.4,75.6,0.35,181.4,17.2,61.0,10.4,129.0,Good,Rainy
3792,Hyderabad,296.4,379.2,155.9,22.8,4.95,114.6,41.8,70.0,18.9,277.0,Severe,Sunny
3793,Ahmedabad,199.5,268.1,35.3,10.6,2.24,40.5,36.8,53.0,11.9,167.0,Severe,Cloudy
3794,Hyderabad,174.2,354.7,147.9,76.0,4.3,165.6,25.8,44.0,9.8,225.0,Poor,Foggy
3795,Mumbai,254.9,134.7,17.9,85.7,3.98,45.2,41.8,33.0,3.6,135.0,Moderate,Sunny
3796,Jaipur,113.9,79.8,61.7,68.9,4.09,23.3,22.7,84.0,4.4,85.0,Very Poor,Sunny
3797,Chennai,299.3,113.1,40.4,89.5,0.49,126.6,17.5,55.0,13.7,150.0,Very Poor,Cloudy
3798,Ahmedabad,271.1,33.1,175.5,30.2,1.45,40.4,36.4,81.0,10.0,159.0,Poor,Sunny
3799,Jaipur,83.6,40.8,126.7,16.1,2.49,106.0,26.5,28.0,3.2,83.0,Poor,Foggy
3800,Mumbai,207.6,136.5,74.6,12.6,3.86,33.5,15.1,85.0,7.9,139.0,Moderate,Sunny
3801,Surat,257.4,340.7,16.2,44.2,2.11,111.6,40.2,25.0,18.4,204.0,Very Poor,Cloudy
3802,Chennai,129.1,125.0,56.8,41.4,3.62,11.0,32.9,77.0,15.1,103.0,Satisfactory,Sunny
3803,Pune,113.8,173.6,72.1,7.1,4.45,53.6,44.8,22.0,15.3,119.0,Severe,Cloudy
3804,Ahmedabad,197.9,282.6,149.7,88.9,4.26,113.2,14.6,48.0,11.2,210.0,Severe,Foggy
3805,Surat,62.9,398.5,64.0,56.1,0.21,74.4,18.9,86.0,19.2,175.0,Good,Foggy
3806,Chennai,209.3,,58.3,22.1,1.47,74.5,16.7,61.0,14.7,170.0,Severe,Sunny
3807,Pune,19.3,228.6,135.8,60.7,4.35,112.5,34.0,74.0,4.9,127.0,Satisfactory,Cloudy
3808,Delhi,233.5,76.9,177.8,84.0,0.85,175.0,15.8,74.0,18.8,162.0,Severe,Sunny
3809,Kolkata,232.3,325.5,133.0,6.0,0.74,35.9,18.6,40.0,16.5,230.0,Moderate,Rainy
3810,Chennai,239.7,15.6,76.5,99.4,1.82,75.9,29.2,73.0,2.0,110.0,Poor,Sunny
3811,Bengaluru,272.9,26.6,88.1,89.8,2.48,101.1,39.5,40.0,1.1,129.0,Moderate,Cloudy
